zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population_2014
15351,"PO BOX",0,Nemacolin,,,PA,"Greene County",America/New_York,724,NA,US,39.88,-79.92,736
15352,STANDARD,0,"New Freeport","Pine Bank",,PA,"Greene County",America/New_York,724,NA,US,39.75,-80.45,730
15353,"PO BOX",0,Nineveh,,,PA,"Greene County",America/New_York,724,NA,US,39.96,-80.31,104
15357,STANDARD,0,"Rices Landing",,,PA,"Greene County",America/New_York,724,NA,US,39.94,-79.99,1460
15358,"PO BOX",0,Richeyville,,,PA,"Washington County",America/New_York,724,NA,US,40.06,-80,812
15359,STANDARD,0,Rogersville,,,PA,"Greene County",America/New_York,724,NA,US,39.88,-80.28,190
15360,STANDARD,0,"Scenery Hill",,,PA,"Washington County",America/New_York,724,NA,US,40.08,-80.07,1730
15361,"PO BOX",0,Southview,,,PA,"Washington County",America/New_York,724,NA,US,40.33,-80.26,158
15362,STANDARD,0,Spraggs,,,PA,"Greene County",America/New_York,724,NA,US,39.78,-80.22,630
15363,STANDARD,0,Strabane,,,PA,"Washington County",America/New_York,724,NA,US,40.25,-80.2,750
15364,STANDARD,0,Sycamore,,,PA,"Greene County",America/New_York,724,NA,US,39.95,-80.3,630
15365,"PO BOX",0,Taylorstown,,,PA,"Washington County",America/New_York,724,NA,US,40.17,-80.38,131
15366,"PO BOX",0,"Van Voorhis",,,PA,"Washington County",America/New_York,724,NA,US,40.16,-79.97,191
15367,STANDARD,0,Venetia,,,PA,"Washington County",America/New_York,724,NA,US,40.26,-80.05,9610
15368,"PO BOX",0,Vestaburg,,,PA,"Washington County",America/New_York,724,NA,US,40.01,-79.99,546
15370,STANDARD,0,Waynesburg,,,PA,"Greene County",America/New_York,724,NA,US,39.89,-80.18,10270
15376,STANDARD,0,"West Alexander","W Alexander",,PA,"Washington County",America/New_York,724,NA,US,40.1,-80.5,1610
15377,STANDARD,0,"West Finley",,,PA,"Washington County",America/New_York,724,NA,US,39.99,-80.45,600
15378,"PO BOX",0,Westland,,,PA,"Washington County",America/New_York,724,NA,US,40.28,-80.28,126
15379,"PO BOX",0,"West Middletown","W Middletown",,PA,"Washington County",America/New_York,724,NA,US,40.24,-80.43,132
15380,STANDARD,0,"Wind Ridge",,,PA,"Greene County",America/New_York,724,NA,US,39.88,-80.46,590
15401,STANDARD,0,Uniontown,,"Oliphant Furnace",PA,"Fayette County",America/New_York,"412,724",NA,US,39.89,-79.72,26130
15410,STANDARD,0,Adah,,,PA,"Fayette County",America/New_York,724,NA,US,39.91,-79.9,610
15411,STANDARD,0,Addison,,,PA,"Somerset County",America/New_York,814,NA,US,39.74,-79.33,550
15412,"PO BOX",0,Allenport,,,PA,"Washington County",America/New_York,724,NA,US,40.09,-79.85,282
15413,STANDARD,0,Allison,,,PA,"Fayette County",America/New_York,724,NA,US,39.99,-79.87,470
15415,"PO BOX",0,"Brier Hill",,,PA,"Fayette County",America/New_York,724,NA,US,39.94,-79.83,123
15416,"PO BOX",0,Brownfield,,,PA,"Fayette County",America/New_York,724,NA,US,39.85,-79.68,229
15417,STANDARD,0,Brownsville,,"West Brownsville",PA,"Fayette County",America/New_York,724,NA,US,40.01,-79.89,6350
15419,STANDARD,0,California,,,PA,"Washington County",America/New_York,724,NA,US,40.05,-79.89,1410
15420,"PO BOX",0,Cardale,,,PA,"Fayette County",America/New_York,724,NA,US,39.96,-79.87,192
15421,"PO BOX",0,"Chalk Hill",,,PA,"Fayette County",America/New_York,724,NA,US,39.85,-79.6,621
15422,"PO BOX",0,"Chestnut Ridge","Chestnut Rdg",,PA,"Fayette County",America/New_York,724,NA,US,39.98,-79.81,186
15423,STANDARD,0,"Coal Center",,,PA,"Washington County",America/New_York,724,NA,US,40.09,-79.93,1620
15424,STANDARD,0,Confluence,"Listonburg, Ursina",,PA,"Somerset County",America/New_York,814,NA,US,39.8,-79.35,2010
15425,STANDARD,0,Connellsville,"S Connellsvl","Greene Junction, S Connelsvl",PA,"Fayette County",America/New_York,724,NA,US,40.01,-79.58,15970
15427,STANDARD,0,Daisytown,,,PA,"Washington County",America/New_York,724,NA,US,40.07,-79.97,940
15428,STANDARD,0,Dawson,,,PA,"Fayette County",America/New_York,724,NA,US,40.08,-79.68,1590
15429,"PO BOX",0,Denbo,,,PA,"Washington County",America/New_York,724,NA,US,40,-79.94,216
15430,"PO BOX",0,"Dickerson Run",,,PA,"Fayette County",America/New_York,724,NA,US,40.04,-79.65,342
15431,STANDARD,0,Dunbar,,,PA,"Fayette County",America/New_York,724,NA,US,39.97,-79.61,3830
15432,"PO BOX",0,Dunlevy,,,PA,"Washington County",America/New_York,724,NA,US,40.11,-79.86,366
15433,STANDARD,0,"East Millsboro","E Millsboro",,PA,"Fayette County",America/New_York,724,NA,US,39.98,-79.96,640
15434,"PO BOX",0,Elco,,,PA,"Washington County",America/New_York,724,NA,US,40.08,-79.88,232
15435,"PO BOX",0,Fairbank,,,PA,"Fayette County",America/New_York,724,NA,US,39.94,-79.85,588
15436,STANDARD,0,Fairchance,,,PA,"Fayette County",America/New_York,724,NA,US,39.82,-79.75,2270
15437,STANDARD,0,Farmington,,,PA,"Fayette County",America/New_York,724,NA,US,39.78,-79.61,2380
15438,STANDARD,0,"Fayette City",,,PA,"Fayette County",America/New_York,724,NA,US,40.1,-79.83,1960
15439,"PO BOX",0,Gans,"Lake Lynn",,PA,"Monongalia County",America/New_York,724,NA,US,39.74,-79.81,98
15440,STANDARD,0,"Gibbon Glade",,,PA,"Fayette County",America/New_York,724,NA,US,39.73,-79.56,280
15442,STANDARD,0,Grindstone,,,PA,"Fayette County",America/New_York,724,NA,US,40.01,-79.83,1960
15443,"PO BOX",0,Hibbs,,,PA,"Fayette County",America/New_York,724,NA,US,39.92,-79.88,283
15444,STANDARD,0,Hiller,,,PA,"Fayette County",America/New_York,724,NA,US,40.01,-79.91,430
15445,STANDARD,0,Hopwood,,,PA,"Fayette County",America/New_York,"412,724",NA,US,39.87,-79.7,2560
15446,STANDARD,0,"Indian Head",,,PA,"Fayette County",America/New_York,724,NA,US,40.03,-79.4,500
15447,"PO BOX",0,Isabella,,,PA,"Fayette County",America/New_York,724,NA,US,39.94,-79.94,145
15448,"PO BOX",0,"Jacobs Creek",,,PA,"Westmoreland County",America/New_York,724,NA,US,40.14,-79.73,179
15449,"PO BOX",0,Keisterville,,,PA,"Fayette County",America/New_York,724,NA,US,39.96,-79.78,202
15450,STANDARD,0,"La Belle",,,PA,"Fayette County",America/New_York,724,NA,US,40,-79.97,320
15451,STANDARD,0,"Lake Lynn",,,PA,"Fayette County",America/New_York,724,NA,US,39.74,-79.84,690
15454,"PO BOX",0,Leckrone,,,PA,"Fayette County",America/New_York,724,NA,US,39.86,-79.87,210
15455,"PO BOX",0,Leisenring,,,PA,"Fayette County",America/New_York,724,NA,US,40,-79.64,301
15456,STANDARD,0,"Lemont Furnace","Lemont Frnc, Lemont Frnce","Lemont Fce",PA,"Fayette County",America/New_York,"412,724",NA,US,39.92,-79.64,2220
15458,STANDARD,0,"Mc Clellandtown","Lamberton, Mcclellandtwn",Mcclellandtown,PA,"Fayette County",America/New_York,724,NA,US,39.88,-79.86,1970
15459,STANDARD,0,Markleysburg,,,PA,"Fayette County",America/New_York,724,NA,US,39.73,-79.45,1340
15460,"PO BOX",0,Martin,,,PA,"Fayette County",America/New_York,724,NA,US,39.81,-79.91,163
15461,STANDARD,0,Masontown,,,PA,"Fayette County",America/New_York,724,NA,US,39.84,-79.9,3570
15462,STANDARD,0,Melcroft,,,PA,"Fayette County",America/New_York,814,NA,US,40.06,-79.38,340
15463,"PO BOX",0,Merrittstown,,,PA,"Fayette County",America/New_York,724,NA,US,39.97,-79.9,433
15464,STANDARD,0,"Mill Run",,,PA,"Fayette County",America/New_York,724,NA,US,39.96,-79.45,1270
15465,"PO BOX",0,"Mount Braddock","Mt Braddock",,PA,"Fayette County",America/New_York,724,NA,US,39.94,-79.67,324
15466,"PO BOX",0,Newell,,,PA,"Fayette County",America/New_York,724,NA,US,40.08,-79.89,399
15467,"PO BOX",0,"New Geneva",,,PA,"Fayette County",America/New_York,724,NA,US,39.78,-79.93,164
15468,STANDARD,0,"New Salem",,,PA,"Fayette County",America/New_York,724,NA,US,39.95,-79.83,1970
15469,STANDARD,0,Normalville,,,PA,"Fayette County",America/New_York,724,NA,US,40.01,-79.42,1820
15470,STANDARD,0,Ohiopyle,,,PA,"Fayette County",America/New_York,724,NA,US,39.87,-79.53,660
15472,"PO BOX",0,Oliver,,,PA,"Fayette County",America/New_York,724,NA,US,39.92,-79.72,247
15473,STANDARD,0,Perryopolis,"Layton, Whitsett",,PA,"Fayette County",America/New_York,724,NA,US,40.08,-79.75,3470
15474,STANDARD,0,"Point Marion",,,PA,"Fayette County",America/New_York,724,NA,US,39.73,-79.9,1650
15475,"PO BOX",0,Republic,,,PA,"Fayette County",America/New_York,724,NA,US,39.95,-79.88,1062
15476,"PO BOX",0,Ronco,,,PA,"Fayette County",America/New_York,724,NA,US,39.87,-79.92,207
15477,"PO BOX",0,Roscoe,,,PA,"Washington County",America/New_York,724,NA,US,40.08,-79.86,970
15478,STANDARD,0,Smithfield,,,PA,"Fayette County",America/New_York,724,NA,US,39.8,-79.8,5500
15479,STANDARD,0,Smithton,"Van Meter",,PA,"Westmoreland County",America/New_York,878,NA,US,40.15,-79.74,1890
15480,STANDARD,0,Smock,,,PA,"Fayette County",America/New_York,724,NA,US,39.99,-79.75,1670
15482,"PO BOX",0,"Star Junction",,,PA,"Fayette County",America/New_York,724,NA,US,40.06,-79.77,571
15483,"PO BOX",0,Stockdale,,,PA,"Washington County",America/New_York,724,NA,US,40.08,-79.85,485
15484,"PO BOX",0,Uledi,,,PA,"Fayette County",America/New_York,724,NA,US,39.89,-79.78,295
15485,"PO BOX",0,Ursina,,,PA,"Somerset County",America/New_York,814,NA,US,39.81,-79.33,101
15486,STANDARD,0,Vanderbilt,,,PA,"Fayette County",America/New_York,724,NA,US,40.03,-79.66,2110
15488,STANDARD,0,Waltersburg,,,PA,"Fayette County",America/New_York,724,NA,US,39.98,-79.77,218
15489,"PO BOX",0,"West Leisenring","W Leisenring",,PA,"Fayette County",America/New_York,724,NA,US,39.97,-79.7,376
15490,STANDARD,0,White,,,PA,"Fayette County",America/New_York,724,NA,US,40.07,-79.42,560
15492,"PO BOX",0,Wickhaven,,,PA,"Fayette County",America/New_York,724,NA,US,40.12,-79.76,127
15501,STANDARD,0,Somerset,,,PA,"Somerset County",America/New_York,814,NA,US,40,-79.07,13110
15502,"PO BOX",0,"Hidden Valley",,,PA,"Somerset County",America/New_York,814,NA,US,40.04,-79.24,221
15510,UNIQUE,0,Somerset,,"Sci Somerset",PA,"Somerset County",America/New_York,814,NA,US,39.97,-79.04,47
15520,"PO BOX",0,Acosta,,,PA,"Somerset County",America/New_York,814,NA,US,40.11,-79.06,263
15521,STANDARD,0,"Alum Bank",,,PA,"Bedford County",America/New_York,814,NA,US,40.19,-78.62,1630
15522,STANDARD,0,Bedford,,,PA,"Bedford County",America/New_York,814,NA,US,40.01,-78.5,10370
15530,STANDARD,0,Berlin,,,PA,"Somerset County",America/New_York,814,NA,US,39.92,-78.95,4610
15531,STANDARD,0,Boswell,,,PA,"Somerset County",America/New_York,814,NA,US,40.16,-79.02,3230
15532,"PO BOX",0,Boynton,,,PA,"Somerset County",America/New_York,814,NA,US,39.76,-79.06,146
15533,STANDARD,0,Breezewood,,,PA,"Bedford County",America/New_York,814,NA,US,39.99,-78.24,1290
15534,STANDARD,0,"Buffalo Mills",,,PA,"Bedford County",America/New_York,814,NA,US,39.9,-78.69,740
15535,STANDARD,0,Clearville,,,PA,"Bedford County",America/New_York,814,NA,US,39.91,-78.37,1890
15536,STANDARD,0,"Crystal Spring","Crystal Spg",,PA,"Fulton County",America/New_York,814,NA,US,39.93,-78.21,400
15537,STANDARD,0,Everett,,,PA,"Bedford County",America/New_York,814,NA,US,40.01,-78.36,6840
15538,STANDARD,0,Fairhope,Glencoe,,PA,"Somerset County",America/New_York,814,NA,US,39.89,-78.83,660
15539,STANDARD,0,Fishertown,,,PA,"Bedford County",America/New_York,814,NA,US,40.13,-78.59,500
15540,STANDARD,0,"Fort Hill",,,PA,"Somerset County",America/New_York,814,NA,US,39.8,-79.24,280
15541,STANDARD,0,Friedens,,,PA,"Somerset County",America/New_York,814,NA,US,40.04,-79,3480
15542,STANDARD,0,Garrett,,,PA,"Somerset County",America/New_York,814,NA,US,39.86,-79.06,1110
15544,"PO BOX",0,Gray,,,PA,"Somerset County",America/New_York,814,NA,US,40.14,-79.09,244
15545,STANDARD,0,Hyndman,,,PA,"Bedford County",America/New_York,814,NA,US,39.82,-78.72,2400
15546,STANDARD,0,Jenners,,,PA,"Somerset County",America/New_York,814,NA,US,40.14,-79.05,350
15547,"PO BOX",0,Jennerstown,,,PA,"Somerset County",America/New_York,814,NA,US,40.16,-79.06,635
15548,STANDARD,0,Kantner,,,PA,"Somerset County",America/New_York,814,NA,US,40.11,-78.96,30
15549,"PO BOX",0,Listie,,,PA,"Somerset County",America/New_York,814,NA,US,40.04,-79.12,88
15550,STANDARD,0,"Manns Choice",,,PA,"Bedford County",America/New_York,814,NA,US,40,-78.59,1480
15551,STANDARD,0,Markleton,,,PA,"Somerset County",America/New_York,814,NA,US,39.87,-79.29,670
15552,STANDARD,0,Meyersdale,,Myersdale,PA,"Somerset County",America/New_York,814,NA,US,39.81,-79.02,5260
15553,"PO BOX",0,"New Baltimore",,,PA,"Somerset County",America/New_York,814,NA,US,39.98,-78.77,133
15554,STANDARD,0,"New Paris",,,PA,"Bedford County",America/New_York,814,NA,US,40.1,-78.64,2210
15555,"PO BOX",0,Quecreek,,,PA,"Somerset County",America/New_York,814,NA,US,40.09,-79.08,78
15557,STANDARD,0,Rockwood,,,PA,"Somerset County",America/New_York,814,NA,US,39.91,-79.15,3430
15558,STANDARD,0,Salisbury,,,PA,"Somerset County",America/New_York,814,NA,US,39.75,-79.08,1740
15559,STANDARD,0,Schellsburg,,,PA,"Bedford County",America/New_York,814,NA,US,40.04,-78.64,1760
15560,"PO BOX",0,Shanksville,,,PA,"Somerset County",America/New_York,814,NA,US,40.02,-78.91,275
15561,"PO BOX",0,Sipesville,,,PA,"Somerset County",America/New_York,814,NA,US,40.1,-79.09,244
15562,STANDARD,0,Springs,,,PA,"Somerset County",America/New_York,814,NA,US,39.74,-79.13,310
15563,STANDARD,0,Stoystown,,,PA,"Somerset County",America/New_York,814,NA,US,40.1,-78.95,2620
15564,STANDARD,0,Wellersburg,,,PA,"Somerset County",America/New_York,814,NA,US,39.73,-78.84,83
15565,STANDARD,0,"West Salisbury","W Salisbury",,PA,"Somerset County",America/New_York,814,NA,US,39.78,-79.01,63
15601,STANDARD,0,Greensburg,,Gbg,PA,"Westmoreland County",America/New_York,"412,724,878",NA,US,40.31,-79.54,50800
15605,UNIQUE,0,Greensburg,,"Bureau Of Voc Rehab",PA,"Westmoreland County",America/New_York,724,NA,US,40.31,-79.54,0
15606,UNIQUE,0,Greensburg,,"Allegheny Power",PA,"Westmoreland County",America/New_York,724,NA,US,40.31,-79.54,0
15610,STANDARD,0,Acme,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.15,-79.42,3370
15611,STANDARD,0,Adamsburg,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.31,-79.65,450
15612,STANDARD,0,Alverton,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.14,-79.6,360
15613,STANDARD,0,Apollo,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.58,-79.56,12440
15615,STANDARD,0,Ardara,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.36,-79.73,260
15616,"PO BOX",0,Armbrust,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.22,-79.55,198
15617,"PO BOX",0,Arona,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.27,-79.66,401
15618,STANDARD,0,Avonmore,Edmon,,PA,"Westmoreland County",America/New_York,724,NA,US,40.52,-79.47,2220
15619,"PO BOX",0,Bovard,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.34,-79.53,429
15620,STANDARD,0,Bradenville,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.32,-79.34,750
15621,"PO BOX",0,Calumet,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.21,-79.48,140
15622,STANDARD,0,Champion,,,PA,"Fayette County",America/New_York,"724,814",NA,US,40.04,-79.32,1070
15623,STANDARD,0,Claridge,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.37,-79.62,740
15624,"PO BOX",0,Crabtree,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.36,-79.47,490
15625,"PO BOX",0,Darragh,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.27,-79.68,208
15626,STANDARD,0,Delmont,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.41,-79.57,4840
15627,STANDARD,0,Derry,,,PA,"Westmoreland County",America/New_York,"724,878",NA,US,40.33,-79.3,5800
15628,STANDARD,0,Donegal,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.11,-79.38,510
15629,"PO BOX",0,"East Vandergrift","E Vandergrift",,PA,"Westmoreland County",America/New_York,878,NA,US,40.6,-79.56,624
15631,"PO BOX",0,Everson,,,PA,"Fayette County",America/New_York,724,NA,US,40.09,-79.58,923
15632,STANDARD,0,Export,Murrysville,,PA,"Westmoreland County",America/New_York,724,NA,US,40.41,-79.62,9000
15633,"PO BOX",0,"Forbes Road",,"Forbes Rd",PA,"Westmoreland County",America/New_York,878,NA,US,40.36,-79.52,276
15634,STANDARD,0,Grapeville,,,PA,"Westmoreland County",America/New_York,"412,724",NA,US,40.32,-79.6,550
15635,"PO BOX",0,Hannastown,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.35,-79.5,257
15636,STANDARD,0,"Harrison City",,,PA,"Westmoreland County",America/New_York,724,NA,US,40.37,-79.66,3900
15637,STANDARD,0,Herminie,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.26,-79.71,1760
15638,"PO BOX",0,Hostetter,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.26,-79.4,307
15639,STANDARD,0,Hunker,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.2,-79.61,1790
15640,"PO BOX",0,Hutchinson,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.22,-79.73,354
15641,STANDARD,0,"Hyde Park",,,PA,"Westmoreland County",America/New_York,878,NA,US,40.63,-79.59,480
15642,STANDARD,0,Irwin,"N Huntingdon, No Huntingdon, North Huntingdon, North Irwin",,PA,"Westmoreland County",America/New_York,724,NA,US,40.32,-79.69,43780
15644,STANDARD,0,Jeannette,,,PA,"Westmoreland County",America/New_York,"412,724",NA,US,40.33,-79.62,16400
15646,STANDARD,0,"Jones Mills",,,PA,"Westmoreland County",America/New_York,"724,814",NA,US,40.08,-79.33,240
15647,STANDARD,0,Larimer,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.35,-79.72,360
15650,STANDARD,0,Latrobe,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.31,-79.38,23610
15655,STANDARD,0,Laughlintown,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.19,-79.16,550
15656,STANDARD,0,Leechburg,"N Leechburg, North Leechburg, W Leechburg, West Leechburg",,PA,"Westmoreland County",America/New_York,724,NA,US,40.63,-79.6,9450
15658,STANDARD,0,Ligonier,Wilpen,,PA,"Westmoreland County",America/New_York,724,NA,US,40.24,-79.23,7330
15660,"PO BOX",0,Lowber,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.24,-79.77,240
15661,STANDARD,0,Loyalhanna,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.32,-79.36,540
15662,"PO BOX",0,Luxor,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.33,-79.48,244
15663,"PO BOX",0,Madison,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.24,-79.67,538
15664,"PO BOX",0,Mammoth,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.16,-79.51,125
15665,STANDARD,0,Manor,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.34,-79.66,1560
15666,STANDARD,0,"Mount Pleasant","Mt Pleasant",,PA,"Westmoreland County",America/New_York,724,NA,US,40.15,-79.54,13930
15668,STANDARD,0,Murrysville,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.46,-79.67,13410
15670,STANDARD,0,"New Alexandria","New Alexandri",,PA,"Westmoreland County",America/New_York,724,NA,US,40.39,-79.41,3270
15671,STANDARD,0,"New Derry",,,PA,"Westmoreland County",America/New_York,724,NA,US,40.36,-79.32,680
15672,STANDARD,0,"New Stanton",,,PA,"Westmoreland County",America/New_York,878,NA,US,40.22,-79.6,3110
15673,"PO BOX",0,"North Apollo",,,PA,"Armstrong County",America/New_York,724,NA,US,40.59,-79.56,1289
15674,"PO BOX",0,Norvelt,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.16,-79.51,392
15675,STANDARD,0,Penn,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.34,-79.64,970
15676,"PO BOX",0,"Pleasant Unity","Pleasant Unty",,PA,"Westmoreland County",America/New_York,724,NA,US,40.24,-79.47,593
15677,STANDARD,0,Rector,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.14,-79.24,380
15678,STANDARD,0,Rillton,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.29,-79.73,590
15679,STANDARD,0,"Ruffs Dale",,,PA,"Westmoreland County",America/New_York,878,NA,US,40.15,-79.63,2920
15680,"PO BOX",0,Salina,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.52,-79.5,303
15681,STANDARD,0,Saltsburg,,,PA,"Indiana County",America/New_York,724,NA,US,40.48,-79.44,4290
15682,"PO BOX",0,Schenley,,,PA,"Armstrong County",America/New_York,724,NA,US,40.68,-79.64,59
15683,STANDARD,0,Scottdale,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.1,-79.58,7300
15684,STANDARD,0,Slickville,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.46,-79.5,580
15685,"PO BOX",0,Southwest,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.18,-79.49,288
15686,STANDARD,0,"Spring Church",,,PA,"Armstrong County",America/New_York,724,NA,US,40.62,-79.44,810
15687,STANDARD,0,Stahlstown,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.13,-79.29,1200
15688,STANDARD,0,Tarrs,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.17,-79.58,630
15689,"PO BOX",0,United,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.22,-79.49,238
15690,STANDARD,0,Vandergrift,Park,,PA,"Westmoreland County",America/New_York,724,NA,US,40.59,-79.57,7760
15691,"PO BOX",0,Wendel,,,PA,"Westmoreland County",America/New_York,878,NA,US,40.3,-79.69,217
15692,STANDARD,0,"Westmoreland City","Westmrlnd Cty",,PA,"Westmoreland County",America/New_York,724,NA,US,40.33,-79.68,910
15693,"PO BOX",0,Whitney,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.25,-79.41,255
15695,"PO BOX",0,Wyano,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.2,-79.69,341
15696,"PO BOX",0,Youngstown,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.28,-79.37,682
15697,STANDARD,0,Youngwood,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.24,-79.58,2700
15698,STANDARD,0,Yukon,,,PA,"Westmoreland County",America/New_York,724,NA,US,40.21,-79.68,720
15701,STANDARD,0,Indiana,,,PA,"Indiana County",America/New_York,"412,724",NA,US,40.62,-79.15,21970
